reference_id	former_id	id_bp	VFID	gene_host	gene_name	gene_description	gene_symbol	gene_accession_id	vfdb_number	protein_host	protein_name	protein_description	protein_symbol	protein_accession_id	protein_header	VF_Name	VF_FullName	Bacteria	VFCID	VFcategory	Characteristics	Structure	Function	Mechanism	Reference	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID18321	VFG004856(gb|WP_000473596) (lukE) bi-component leukocidin LukED subunit E [LukED (VF0991) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus N315]	936	VFG036314	Staphylococcus aureus subsp. aureus N315	LukED (VF0991) - Exotoxin (VFC0235)	bi-component leukocidin LukED subunit E	lukE	gb|WP_000473596	36314.0	Neisseria meningitidis M04-240196	Type IV pili (VF0075) - Adherence (VFC0001)	type IV pilus minor pilin PilX	pilX	gb|WP_002258079	VFG036314(gb|WP_002258079) (pilX) type IV pilus minor pilin PilX [Type IV pili (VF0075) - Adherence (VFC0001)] [Neisseria meningitidis M04-240196]											936	812	935	0.9989323999999986	392695	177458.2709345116	2611221.9059690745	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1595	31	164.5288913764786	2399.484900545488	175.77873010307545	2563.5522441725298
ID12969	VFG005085(gb|WP_001291022) (cap8L) type 8 capsular polysaccharide synthesis protein Cap8L [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	1206	VFG022031	Staphylococcus aureus subsp. aureus USA300_FPR3757	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8L	cap8L	gb|WP_001291022	22031.0	Mycobacterium sp. JLS	ESX-3 (VF0521) - Effector delivery system (VFC0086)	Type VII secretion system protein EccA3	eccA3	gb|WP_011854374	VFG022031(gb|WP_011854374) (eccA3) Type VII secretion system protein EccA3 [ESX-3 (VF0521) - Effector delivery system (VFC0086)] [Mycobacterium sp. JLS]											1206	886	1205	0.9991695910000064	502670	176300.0281686786	2594178.8633053177	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	2070	118	213.5265236045836	3114.065043341166	177.05350215968784	2582.1434853575174
ID14088	VFG001312(gb|WP_000723452) (cap8P) type 8 capsular polysaccharide synthesis protein Cap8P [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]	1146	VFG024406	Staphylococcus aureus subsp. aureus MW2	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8P	cap8P	gb|WP_000723452	24406.0	Mycobacterium indicus pranii MTCC 9506	Mce9 (VF0832) - Others (VFC0346)	MlaD family protein	mce9E	gb|WP_014378796	VFG024406(gb|WP_014378796) (mce9E) MlaD family protein [Mce9 (VF0832) - Others (VFC0346)] [Mycobacterium indicus pranii MTCC 9506]											1146	1102	1010	0.881326000000001	477352	176185.77925106516	2592497.7397666154	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1961	80	202.2828564196079	2950.087705310158	176.51209111658628	2574.247561352668
ID30365	VFG049717(gb|WP_000175722) (esxD) type VII secretion system secreted protein EsxD [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus N315]	318	VFG049717	Staphylococcus aureus subsp. aureus N315	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system secreted protein EsxD	esxD	gb|WP_000175722	49717.0																	318	560	317	0.9968547900000002	132290	175961.08013447182	2589191.3891952354	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	566	135	58.38454703391028	851.4786543628503	183.59920450915183	2677.6058313297176
ID13392	VFG001295(gb|WP_001089097) (sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MW2]	1182	VFG022973	Staphylococcus aureus subsp. aureus MW2	Staphopain (VF0006) - Exoenzyme (VFC0251)	staphopain cysteine proteinase SspB	sspB	gb|WP_001089097	22973.0	Mycobacterium africanum GM041182	Mce1 (VF0824) - Nutritional/Metabolic factor (VFC0272)	MCE family protein	mce1A	gb|WP_003401078	VFG022973(gb|WP_003401078) (mce1A) MCE family protein [Mce1 (VF0824) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium africanum GM041182]											1182	747	1181	0.9991540959999944	487542	174466.19150201068	2567194.7478242214	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1988	62	205.0679849883633	2990.7059450059123	173.4923730866018	2530.20807530111
ID27548	VFG049760(gb|WP_000142036) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	501	VFG049760	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000142036	49760.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000142036	VFG049760(gb|WP_000142036) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]											501	667	500	0.9980045800000026	205892	173827.4940045503	2557796.5896664	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	846	112	87.2673618210037	1272.7048438003026	174.18635094012717	2540.3290295415222
ID20337	VFG004836 (hlb) beta-hemolysin [-hemolysin (VF0002) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus N315]	831	VFG039646	Staphylococcus aureus subsp. aureus N315	-hemolysin (VF0002) - Exotoxin (VFC0235)	beta-hemolysin	hlb		39646.0	Coxiella burnetii RSA 493	T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)	Coxiella Dot/Icm type IVB secretion system translocated effector	coxDFB6	gb|NP_820804	VFG039646(gb|NP_820804) (coxDFB6) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]											831	896	830	0.9987970700000032	339950	173033.7199321601	2546116.546604442	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1389	30	143.27939192597418	2089.582775459362	172.41804082548035	2514.540042670713
ID30272	VFG044442(gb|WP_000480603) (isdI) staphylobilin-forming heme oxygenase IsdI [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]	327	VFG044442	Staphylococcus aureus subsp. aureus str. Newman	Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)	staphylobilin-forming heme oxygenase IsdI	isdI	gb|WP_000480603	44442.0	Staphylococcus aureus subsp. aureus str. Newman	Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)	staphylobilin-forming heme oxygenase IsdI	isdI	gb|WP_000480603	VFG044442(gb|WP_000480603) (isdI) staphylobilin-forming heme oxygenase IsdI [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]											327	551	326	0.9969409499999984	131358	169912.56558368908	2500190.106750614	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	555	117	57.249865024417325	834.9304826349503	175.0760398300224	2553.3042282414385
ID04878	VFG004773(gb|WP_000842036) (lip) triacylglycerol lipase precursor [Lipase (VF0012) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MW2]	2043	VFG008451	Staphylococcus aureus subsp. aureus MW2	Lipase (VF0012) - Exoenzyme (VFC0251)	triacylglycerol lipase precursor	lip	gb|WP_000842036	8451.0	Mycobacterium yongonense 05-1390	Antigen 85 (VF0311) - Adherence (VFC0001)		antigen 85 complex A	gb|WP_008263023	VFG008451(gb|WP_008263023) (fbpA) Secreted antigen 85-a FbpA (mycolyl transferase 85A) (fibronectin-binding protein A) (antigen 85 complex A) [Antigen 85 (VF0311) - Adherence (VFC0001)] [Mycobacterium yongonense 05-1390]											2043	968	2041	0.9990215770000026	791526	163875.3156548994	2411354.578359359	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	3261	30	336.3816393596845	4905.780727698329	164.65082690146085	2401.263204942893
ID30311	VFG001324(gb|WP_000670950) (isdG) iron-regulated surface determinant protein G [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]	324	VFG001324	Staphylococcus aureus subsp. aureus str. Newman	Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)	iron-regulated surface determinant protein G	isdG	gb|WP_000670950	1324.0	Staphylococcus aureus subsp. aureus str. Newman	Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)	iron-regulated surface determinant protein G	isdG	gb|WP_000670950	VFG001324(gb|WP_000670950) (isdG) iron-regulated surface determinant protein G [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman]											324	522	323	0.9969132399999998	123669	161447.95992739714	2375637.085926603	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	525	132	54.155277725800175	789.7991051952233	167.14591890679066	2437.651559244516
ID26357	VFG001306(gb|WP_000636149) (cap8J) type 8 capsular polysaccharide synthesis protein Cap8J [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]	558	VFG049274	Staphylococcus aureus subsp. aureus MW2	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8J	cap8J	gb|WP_000636149	49274.0	Klebsiella pneumoniae subsp. pneumoniae 1084	T6SS-III (VF0784) - Effector delivery system (VFC0086)	type VI secretion system baseplate subunit TssG	impH	gb|WP_074424896	VFG049274(gb|WP_074424896) (impH) type VI secretion system baseplate subunit TssG [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae 1084]											558	595	557	0.9982068800000004	211975	160681.9774379477	2364365.9840190606	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	883	100	91.0840194892982	1328.366875975966	163.23300983745196	2380.5857992400825
ID05363	VFG002419(gb|WP_000744066) (coa) staphylocoagulase precursor [Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MW2]	1902	VFG009634	Staphylococcus aureus subsp. aureus MW2	Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)	staphylocoagulase precursor	coa	gb|WP_000744066	9634.0	Mycobacterium smegmatis str. MC2 155	Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)	respiratory nitrate reductase subunit gamma	narI	gb|WP_011730339	VFG009634(gb|WP_011730339) (narI) respiratory nitrate reductase subunit gamma [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium smegmatis str. MC2 155]											1902	1580	1043	0.5483694839999974	711366	158197.39006002134	2327806.352538544	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	3220	83	332.1523700515744	4844.101178530703	174.63321243510745	2546.846045494586
ID14768	VFG001302(gb|WP_001028293) (cap8F) type 8 capsular polysaccharide synthesis protein Cap8F [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]	1110	VFG026084	Staphylococcus aureus subsp. aureus MW2	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8F	cap8F	gb|WP_001028293	26084.0	Burkholderia pseudomallei 668	Capsule I (VF0436) - Immune modulation (VFC0258)	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	wcbS	gb|WP_004522172	VFG026084(gb|WP_004522172) (wcbS) UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia pseudomallei 668]											1110	875	1022	0.9207204059999916	414163	157821.09117691324	2322269.276799052	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1712	106	176.59778184108552	2575.4972725604234	159.0971007577347	2320.2678131174985
ID15268	VFG001304(gb|WP_001216935) (cap8H) type 8 capsular polysaccharide synthesis protein Cap8H [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]	1080	VFG027734	Staphylococcus aureus subsp. aureus MW2	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8H	cap8H	gb|WP_001216935	27734.0	Mycobacterium tuberculosis str. Haarlem/NITR202	Mce4 (VF0827) - Immune modulation (VFC0258)	MCE-family protein MCE4B	mce4B	gb|YP_007959481	VFG027734(gb|YP_007959481) (mce4B) MCE-family protein MCE4B [Mce4 (VF0827) - Immune modulation (VFC0258)] [Mycobacterium tuberculosis str. Haarlem/NITR202]											1080	497	1079	0.9990740459999988	398367	156018.58053125054	2295746.1102038254	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1637	115	168.86131359454262	2462.6688289611056	156.35306814309504	2280.248915704728
ID17584	VFG001275(gb|WP_000783428) (hlgB) gamma-hemolysin component B [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus MW2]	978	VFG034574	Staphylococcus aureus subsp. aureus MW2	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin component B	hlgB	gb|WP_000783428	34574.0	Escherichia coli O44:H18 042	Dispersin (VF0215) - Others (VFC0346)	dispersin	aap	gb|WP_000721278	VFG034574(gb|WP_000721278) (aap) dispersin [Dispersin (VF0215) - Others (VFC0346)] [Escherichia coli O44:H18 042]											978	797	977	0.9989758199999996	354863	153475.33418295236	2258323.337278224	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1458	48	150.39694271279362	2193.3849435707343	153.78010502330636	2242.72489117662
ID23715	VFG004928(gb|WP_000782839) (set17) superantigen-like protein SSL2 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus MW2]	696	VFG043892	Staphylococcus aureus subsp. aureus MW2	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL2	set17	gb|WP_000782839	43892.0	Bacillus thuringiensis str. BBT2-5	Insecticidal crystalline toxins (VF0658) - Exotoxin (VFC0235)	Cry8Dlike	cry8Dlike	gb|BAF93483	VFG043892(gb|BAF93483) (cry8Dlike) Cry8Dlike [Insecticidal crystalline toxins (VF0658) - Exotoxin (VFC0235)] [Bacillus thuringiensis str. BBT2-5]											696	745	687	0.9870681700000086	247087	150161.07875467368	2209555.4983337554	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1037	43	106.96956762219958	1560.0412801665648	153.6919075031603	2241.4386209289723
ID23965	VFG004732(gb|WP_001548082) (nuc) thermonuclease family protein [Thermonuclease nuc (VF0993) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	687	VFG044190	Staphylococcus aureus subsp. aureus USA300_FPR3757	Thermonuclease nuc (VF0993) - Exoenzyme (VFC0251)	thermonuclease family protein	nuc	gb|WP_001548082	44190.0	Bartonella quintana str. Toulouse	Direct heme uptake system (VF0681) - Nutritional/Metabolic factor (VFC0272)	iron ABC transporter permease	BQ_RS02100	gb|WP_011179201	VFG044190(gb|WP_011179201) (BQ_RS02100) iron ABC transporter permease [Direct heme uptake system (VF0681) - Nutritional/Metabolic factor (VFC0272)] [Bartonella quintana str. Toulouse]											687	876	558	0.8122258500000018	240720	148208.1753121063	2180819.3666075747	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	982	14	101.2961575747348	1477.3004215270653	147.44709981766346	2150.364514595437
ID27529	VFG049810(gb|WP_000141982) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	501	VFG049810	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000141982	49810.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000141982	VFG049810(gb|WP_000141982) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]											501	694	485	0.968064620000004	173945	146855.74691887738	2160918.966203261	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	713	74	73.54802479713433	1072.6224038175128	146.80244470485894	2140.962881871283
ID15937	VFG004923(gb|WP_000784031) (set18) superantigen-like protein SSL3 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus RF122]	1047	VFG029754	Staphylococcus aureus RF122	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL3	set18	gb|WP_000784031	29754.0	Mycobacterium smegmatis JS623	GPL locus (VF0841) - Immune modulation (VFC0258)	YciI family protein	MYCSM_RS30910	gb|WP_015310129	VFG029754(gb|WP_015310129) (MYCSM_RS30910) YciI family protein [GPL locus (VF0841) - Immune modulation (VFC0258)] [Mycobacterium smegmatis JS623]											1047	809	862	0.8233048199999992	362934	146621.5128588422	2157472.3130522585	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1517	5	156.48296440007402	2282.1433192021977	149.4584187202235	2179.69753505463
ID30748	VFG018097(gb|WP_001240826) (esxA) type VII secretion system secreted protein EsxA [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MRSA252]	294	VFG018097	Staphylococcus aureus subsp. aureus MRSA252	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system secreted protein EsxA	esxA	gb|WP_001240826	18097.0																	294	415	292	0.993197200000001	97658	140500.28920382544	2067401.147503629	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	417	112	43.014763450778425	627.326146412206	146.30871922033478	2133.762402762605
ID28356	VFG002404(gb|WP_000928935) (essA) type VII secretion system protein EssA, monotopic membrane protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MW2]	459	VFG002404	Staphylococcus aureus subsp. aureus MW2	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system protein EssA, monotopic membrane protein	essA	gb|WP_000928935	2404.0	Staphylococcus aureus subsp. aureus MW2	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system protein EssA, monotopic membrane protein	essA	gb|WP_000928935	VFG002404(gb|WP_000928935) (essA) type VII secretion system protein EssA, monotopic membrane protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MW2]											459	570	458	0.9978215999999958	149582	137842.57355964856	2028294.0082682176	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	637	105	65.70840364063754	958.2895809702044	143.15556348722777	2087.7768648588326
ID27525	VFG049773(gb|WP_001008475) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	501	VFG049773	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_001008475	49773.0	Staphylococcus aureus subsp. aureus USA300_FPR3757	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_001008475	VFG049773(gb|WP_001008475) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]											501	510	500	0.9980045000000014	162433	137136.5635072811	2017905.3749018044	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	677	165	69.83452003879374	1018.4647508898404	139.39025955847055	2032.8637742312185
ID22993	VFG004693(gb|WP_001039447) (splB) serine protease SplB [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	723	VFG043036	Staphylococcus aureus subsp. aureus USA300_FPR3757	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplB	splB	gb|WP_001039447	43036.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	protein phosphatase CheZ	cheZ	gb|NP_460872	VFG043036(gb|NP_460872) (cheZ) protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]											723	567	722	0.9986174400000006	232533	136038.87133957143	2001753.3081694965	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	960	67	99.02679355574888	1444.2040780712657	136.96651944086983	1997.516013929828
ID15451	VFG004953(gb|WP_001056483) (set8) superantigen-like protein SSL3 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus N315]	1071	VFG028299	Staphylococcus aureus subsp. aureus N315	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL3	set8	gb|WP_001056483	28299.0	Mycobacterium canettii CIPT 140070017	ESX-1 (VF0315) - Effector delivery system (VFC0086)	ESX-1 secretion associated protein EspJ	espJ	gb|WP_015294703	VFG028299(gb|WP_015294703) (espJ) ESX-1 secretion associated protein EspJ [ESX-1 (VF0315) - Effector delivery system (VFC0086)] [Mycobacterium canettii CIPT 140070017]											1071	871	1031	0.96265145999999	343614	135705.70390762758	1996850.893128113	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1578	76	162.77529190726224	2373.9104533296427	151.98439953992738	2216.5363709893954
ID03794	VFG049854(gb|WP_000645753) (adsA) Adenosine synthase A [AdsA (VF0422) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MRSA252]	2319	VFG006704	Staphylococcus aureus subsp. aureus MRSA252	AdsA (VF0422) - Immune modulation (VFC0258)	Adenosine synthase A	adsA	gb|WP_000645753	6704.0	Helicobacter hepaticus ATCC 51449	Flagella (VF0051) - Motility (VFC0204)		flgG	gb|WP_011115921	VFG006704(gb|WP_011115921) (flgG_2) flagellar basal-body rod protein (flgG) [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter hepaticus ATCC 51449]											2319	1139	1830	0.7891331399999878	739360	134856.51281502514	1984355.412519178	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	3077	5	317.40150392816594	4628.974946068004	136.86998875729452	1996.1082130521795
ID24394	VFG004472(gb|WP_000446299) (capA) capsular polysaccharide type 5/8 biosynthesis protein CapA [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]	669	VFG045522	Staphylococcus aureus subsp. aureus N315	Capsule (VF0003) - Immune modulation (VFC0258)	capsular polysaccharide type 5/8 biosynthesis protein CapA	capA	gb|WP_000446299	45522.0	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)	Dot/Icm type IV secretion system effector RavW	ravW	gb|WP_010947048	VFG045522(gb|WP_010947048) (ravW) Dot/Icm type IV secretion system effector RavW [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]											669	503	668	0.9985059999999976	210892	133337.0094930799	1961996.576610536	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	869	55	89.63987874994352	1307.3055665040931	133.9908501493924	1954.1189334889289
ID26294	VFG001284(gb|WP_000653261) (icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)] [Staphylococcus aureus subsp. aureus MW2]	561	VFG049191	Staphylococcus aureus subsp. aureus MW2	Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)	ica operon transcriptional regulator IcaR	icaR	gb|WP_000653261	49191.0	Klebsiella pneumoniae subsp. pneumoniae 1084	T6SS-II (VF0783) - Effector delivery system (VFC0086)	ATP-dependent chaperone ClpB	clpV	gb|WP_014907101	VFG049191(gb|WP_014907101) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae 1084]											561	544	560	0.9982168699999964	176090	132766.5148110107	1953601.9934602927	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	726	74	74.88901262653509	1092.1793340413944	133.49200111681836	1946.843732694108
ID12275	VFG004543(gb|WP_001159430) (icaA) N-acetylglucosaminyltransferase, involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	1239	VFG020561	Staphylococcus aureus subsp. aureus USA300_FPR3757	Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)	synthesis	PIA	gb|WP_001159430	20561.0	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)	type III secretion system major export apparatus protein InvA	invA	gb|WP_000927220	VFG020561(gb|WP_000927220) (invA) type III secretion system major export apparatus protein InvA [TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Heidelberg str. SL476]											1239	438	1238	0.9991920720000008	387805	132391.10912583786	1948078.0607431168	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1597	62	164.73519719638642	2402.493659041469	132.95818982759195	1939.0586432941643
ID01642	VFG004590(gb|WP_000610336) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MRSA252]	3414	VFG002441	Staphylococcus aureus subsp. aureus MRSA252	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrE	gb|WP_000610336	2441.0	Burkholderia pseudomallei K96243	Bsa T3SS (VF0428) - Effector delivery system (VFC0086)	chaperone	bicP	gb|WP_004187648	VFG002441(gb|WP_004187648) (bicP) chaperone [Bsa T3SS (VF0428) - Effector delivery system (VFC0086)] [Burkholderia pseudomallei K96243]											3414	1145	2130	0.6239021700000039	1047197	129742.30082442114	1909101.989214028	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	4410	72	454.9043328967214	6634.312483639876	133.24672902657335	1943.266691165752
