reference_id	former_id	id_bp	tadb_id	gene_symbol	gene_geninfo_id	gene_refseq_id	dna_strand	start_locus	end_locus	gene_description	is_antisense_dna_strand	tadb_number	protein_symbol	protein_host	protein_geninfo_id	protein_refseq_id	protein_description	protein_header	Online Feature Type	Online Feature Replicon	Online Feature Strain	Online Feature Location	Online Feature Classification (toxin-antitoxin)	Online Feature Toxin	Online Feature Antitoxin	Online Feature Regulator	Online Feature Antitoxin (RNA)	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID01400	TADB|T448 gi|1109557564|ref|NC_003197.2|:4562866-4563357 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM4318]	492.0	T448	STM4318	1109557564.0	NC_003197.2		4562866.0	4563357.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	False	448.0	STM4318	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16767568	NP_463183.1	GNAT family N-acetyltransferase	TADB|T448 gi|16767568|ref|NP_463183.1| GNAT family N-acetyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM4318]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	4562560..4563341	-/RHH-GNAT	STM4318 (163 a.a. | 4562850..4563341 | GeneID: 1255844)	STM4317 (97 a.a. | 4562560..4562853 | GeneID: 1255843)			492	41	473	0.96138236	10270	44292.90115808266	41542332.931663066	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	44	21	23.35813542622227	21803.76610505451	47.47588501264688	44316.59777450104
ID05970	TADB|T4808 gi|161612313|ref|NC_010102.1|:c4181488-4181177 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_04991]	312.0	T4808	SPAB_04991	161612313.0	NC_010102.1	c	4181488.0	4181177.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	True	4808.0	SPAB_04991	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161617151	YP_001591116.1	hypothetical protein SPAB_04991	TADB|T4808 gi|161617151|ref|YP_001591116.1| hypothetical protein SPAB_04991 [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_04991]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4180734..4181488	-/Xre-RelE	SPAB_04991 (103 a.a. | 4181177..4181488 | GeneID: 5780150)	SPAB_04990 (148 a.a. | 4180734..4181180 | GeneID: 5780149)			312	25	297	0.95192425	6107	41533.842567106745	38954610.57508921	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	25	15	13.271667855808106	12388.503468780971	42.53739697374393	39706.7418871185
ID01929	TADB|AT4808 gi|161612313|ref|NC_010102.1|:c4181180-4180734 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_04990]	447.0	AT4808	SPAB_04990	161612313.0	NC_010102.1	c	4181180.0	4180734.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	True	4808.0							2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4180734..4181488	-/Xre-RelE	SPAB_04991 (103 a.a. | 4181177..4181488 | GeneID: 5780150)	SPAB_04990 (148 a.a. | 4180734..4181180 | GeneID: 5780149)			447	32	446	0.99776261	8487	40287.97746031524	37786113.10255844	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	34	7	18.049468283899024	16848.36471754212	40.37912367762645	37692.09109069825
ID06986	TADB|AT437 gi|1109557564|ref|NC_003197.2|:3047339-3047629 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM2904]	291.0	AT437	STM2904	1109557564.0	NC_003197.2		3047339.0	3047629.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	False	437.0	STM2904	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16766210	NP_461825.1	putative ABC-type transport system	TADB|AT437 gi|16766210|ref|NP_461825.1| putative ABC-type transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM2904]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3047332..3048146	-/RHH-GNAT	STM2905 (175 a.a. | 3047619..3048146 | GeneID: 1254428)	STM2904 (96 a.a. | 3047332..3047622 | GeneID: 1254427)			291	22	290	0.99656373	5449	39733.11418434672	37265706.5737657	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	22	9	11.679067713111134	10901.883052527255	40.13425330966025	37463.515644423554
ID08004	TADB|AT4785 gi|161501984|ref|NC_010067.1|:4095038-4095310 NC_010067.1 Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome [SARI_04144]	273.0	AT4785	SARI_04144	161501984.0	NC_010067.1		4095038.0	4095310.0	NC_010067.1 Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome	False	4785.0	SARI_04144	Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	161505963	YP_001573075.1	hypothetical protein SARI_04144	TADB|AT4785 gi|161505963|ref|YP_001573075.1| hypothetical protein SARI_04144 [Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980] [SARI_04144]	2.0	NC_010067	Salmonella enterica arizonae serovar 62 z4 z23  RSK2980	4095038..4095902	-/YhfG-Fic	SARI_04145 (200 a.a. | 4095300..4095902 | GeneID: 5763179)	SARI_04144 (90 a.a. | 4095038..4095310 | GeneID: 5763178)			273	23	272	0.9963361000000002	4963	38575.39791069747	36179883.93350352	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	23	11	12.20993442734346	11397.423191278494	44.72503453239362	41748.80289845602
ID06419	TADB|AT5988 gi|198241740|ref|NC_011205.1|:4775447-4775749 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A4942]	303.0	AT5988	SeD_A4942	198241740.0	NC_011205.1		4775447.0	4775749.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	False	5988.0	SeD_A4942	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	198242082	YP_002218405.1	hypothetical protein SeD_A4942	TADB|AT5988 gi|198242082|ref|YP_002218405.1| hypothetical protein SeD_A4942 [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853] [SeD_A4942]	2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	4775173..4775749	-/RHH-COG2929	SeD_A4941 (95 a.a. | 4775173..4775460 | GeneID: 6873505)	SeD_A4942 (100 a.a. | 4775447..4775749 | GeneID: 6872296)			303	19	302	0.99669935	5080	35575.40641570838	33366190.492376268	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	19	12	10.08646757041416	9415.262636273535	33.28867184955168	31073.474047107386
ID01932	TADB|AT754 gi|29140543|ref|NC_004631.1|:3690896-3691342 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t3591]	447.0	AT754	t3591	29140543.0	NC_004631.1		3690896.0	3691342.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	754.0	t3591	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29143892	NP_807234.1	hypothetical protein t3591	TADB|AT754 gi|29143892|ref|NP_807234.1| hypothetical protein t3591 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t3591]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	3690588..3691342	-/Xre-RelE	t3590 (103 a.a. | 3690588..3690899 | GeneID: 1068227)	t3591 (148 a.a. | 3690896..3691342 | GeneID: 1068229)			447	27	416	0.93064896	7416	35203.916677942485	33017770.091737177	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	28	8	14.86426799850508	13875.123885034687	33.25339596981002	31040.545604104445
ID09393	TADB|AT449 gi|1109557564|ref|NC_003197.2|:4691448-4691690 NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome [STM4449]	243.0	AT449	STM4449	1109557564.0	NC_003197.2		4691448.0	4691690.0	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	False	449.0	STM4449	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16767695	NP_463310.1	bifunctional antitoxin/transcriptional repressor RelB	TADB|AT449 gi|16767695|ref|NP_463310.1| bifunctional antitoxin/transcriptional repressor RelB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM4449]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	4691448..4691964	relBE/RHH-RelE	STM4450 (94 a.a. | 4691680..4691964 | GeneID: 1255976)	STM4449 (80 a.a. | 4691448..4691690 | GeneID: 1255975)			243	17	241	0.99176918	3584	31296.121113988	29352646.78524432	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	18	10	9.555600856181837	8919.7224975223	39.3234603135055	36706.67694453621
ID02273	TADB|AT6087 gi|16763390|ref|NC_003197.1|:c4240077-4239649 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 chromosome, complete genome [STM4030.S]	429.0																										429	23	373	0.8694634200000001	5956	29459.555065535857	27630130.62032913	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	24	6	12.740801141575782	11892.963330029732	29.69883715985031	27722.525244824552
ID06115	TADB|T5969 gi|197247352|ref|NC_011149.1|:4677654-4677962 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B4794]	309.0	T5969	SeAg_B4794	197247352.0	NC_011149.1		4677654.0	4677962.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	False	5969.0							2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	4677412..4677962	-/RHH-MazF	SeAg_B4794 (102 a.a. | 4677654..4677962 | GeneID: 6793428)	SeAg_B4793 (79 a.a. | 4677412..4677651 | GeneID: 6797136)			309	17	293	0.94822059	4255	29219.304304301568	27404799.31781049	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	17	10	9.024734141949512	8424.18235877106	29.20625935905991	27262.726080165245
ID06275	TADB|T5974 gi|198241636|ref|NC_011204.1|:c22619-22314 NC_011204.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 plasmid pCT02021853_74, complete sequence [SeD_B0036]	306.0	T5974	SeD_B0036	198241636.0	NC_011204.1	c	22619.0	22314.0	NC_011204.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 plasmid pCT02021853_74, complete sequence	True	5974.0	SeD_B0036	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	198241711	YP_002213878.1	cytotoxic protein CcdB (plasmid)	TADB|T5974 gi|198241711|ref|YP_002213878.1| cytotoxic protein CcdB (plasmid) [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853] [SeD_B0036]	2.0	NC_011204	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	22314..22839	-/RHH-MazF	SeD_B0036 (101 a.a. | 22314..22619 | GeneID: 6870895)	SeD_B0037 (72 a.a. | 22621..22839 | GeneID: 6870825)			306	17	302	0.98692737	3900	27044.06474283528	25364641.10496181	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	17	7	9.024734141949512	8424.18235877106	29.492595235129127	27530.00770840216
ID06824	TADB|AT448 gi|1109557564|ref|NC_003197.2|:4562576-4562869 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM4317]	294.0	AT448	STM4317	1109557564.0	NC_003197.2		4562576.0	4562869.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	False	448.0	STM4317	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16767567	NP_463182.1	CopG family transcriptional regulator	TADB|AT448 gi|16767567|ref|NP_463182.1| CopG family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM4317]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	4562560..4563341	-/RHH-GNAT	STM4318 (163 a.a. | 4562850..4563341 | GeneID: 1255844)	STM4317 (97 a.a. | 4562560..4562853 | GeneID: 1255843)			294	16	283	0.96258512	3676	26531.20398601668	24883628.75873271	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	16	7	8.493867427717188	7928.642220019821	28.89070553645302	26968.17081639395
ID01398	TADB|T1660 gi|56412276|ref|NC_006511.1|:4314124-4314615 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA4135]	492.0	T1660	SPA4135	56412276.0	NC_006511.1		4314124.0	4314615.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	False	1660.0	SPA4135	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	56416114	YP_153189.1	acetyltransferase	TADB|T1660 gi|56416114|ref|YP_153189.1| acetyltransferase [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150] [SPA4135]	2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	4313834..4314615	-/RHH-GNAT	SPA4135 (163 a.a. | 4314124..4314615 | GeneID: 3174715)	SPA4134 (97 a.a. | 4313834..4314127 | GeneID: 3175256)			492	23	491	0.99796704	6085	26243.65175724761	24613933.387455672	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	27	9	14.333401284272757	13379.58374628345	29.13292943957877	27194.27590708018
ID06413	TADB|AT4812 gi|161612313|ref|NC_010102.1|:4791498-4791800 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_05699]	303.0	AT4812	SPAB_05699	161612313.0	NC_010102.1		4791498.0	4791800.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	False	4812.0	SPAB_05699	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161617835	YP_001591800.1	hypothetical protein SPAB_05699	TADB|AT4812 gi|161617835|ref|YP_001591800.1| hypothetical protein SPAB_05699 [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_05699]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4791224..4791800	-/RHH-COG2929	SPAB_05698 (95 a.a. | 4791224..4791511 | GeneID: 5779306)	SPAB_05699 (100 a.a. | 4791498..4791800 | GeneID: 5779307)			303	17	271	0.89438996	3709	25974.24850312251	24361259.948075507	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	17	9	9.024734141949512	8424.18235877106	29.78460112854625	27802.582042148715
ID04888	TADB|AT752 gi|29140543|ref|NC_004631.1|:c3493262-3492921 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t3391]	342.0	AT752	t3391	29140543.0	NC_004631.1	c	3493262.0	3492921.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	True	752.0	t3391	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29143713	NP_807055.1	hypothetical protein t3391	TADB|AT752 gi|29143713|ref|NP_807055.1| hypothetical protein t3391 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t3391]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	3492921..3493621	higBA/COG5606-RelE	t3392 (120 a.a. | 3493259..3493621 | GeneID: 1068334)	t3391 (113 a.a. | 3492921..3493262 | GeneID: 1067012)			342	18	317	0.92690139	4028	24991.48957260984	23439529.882636502	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	18	11	9.555600856181837	8919.7224975223	27.940353380648645	26081.05993427573
ID09376	TADB|AT1661 gi|56412276|ref|NC_006511.1|:4421425-4421667 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA4249]	243.0	AT1661	SPA4249	56412276.0	NC_006511.1		4421425.0	4421667.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	False	1661.0							2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	4421425..4421941	relBE/RHH-RelE	SPA4250 (94 a.a. | 4421657..4421941 | GeneID: 3175818)	SPA4249 (80 a.a. | 4421425..4421667 | GeneID: 3175558)			243	12	242	0.99588401	2711	23672.930898443487	22202853.078905508	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	12	8	6.370400570787891	5946.481665014866	26.215640209003663	24471.117963024142
ID07062	TADB|T4805 gi|161612313|ref|NC_010102.1|:c3679552-3679265 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_04420]	288.0	T4805	SPAB_04420	161612313.0	NC_010102.1	c	3679552.0	3679265.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	True	4805.0	SPAB_04420	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161616603	YP_001590568.1	hypothetical protein SPAB_04420, partial	TADB|T4805 gi|161616603|ref|YP_001590568.1| hypothetical protein SPAB_04420, partial [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_04420]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	3679265..3679851	-/PHD-Fic	SPAB_04420 (95 a.a. | 3679265..3679552 | GeneID: 5779579)	SPAB_04421 (73 a.a. | 3679630..3679851 | GeneID: 5779580)			288	15	287	0.99652728	3056	22515.917492304143	21117689.65841308	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	15	9	7.963000713484864	7433.102081268583	27.64930803293356	25809.38222662702
ID07501	TADB|AT4802 gi|161612313|ref|NC_010102.1|:3010334-3010615 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_03612]	282.0	AT4802	SPAB_03612	161612313.0	NC_010102.1		3010334.0	3010615.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	False	4802.0							2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	3010334..3011139	-/RHH-GNAT	SPAB_03613 (87 a.a. | 3010876..3011139 | GeneID: 5778061)	SPAB_03612 (93 a.a. | 3010334..3010615 | GeneID: 5778060)			282	11	277	0.982269	2546	19157.46661537474	17967796.993534487	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	11	5	5.839533856555567	5450.941526263628	20.70756686721832	19329.57988036748
ID01899	TADB|AT1658 gi|56412276|ref|NC_006511.1|:c4018146-4017700 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA3871]	447.0	AT1658	SPA3871	56412276.0	NC_006511.1	c	4018146.0	4017700.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	True	1658.0	SPA3871	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	56415875	YP_152950.1	hypothetical protein SPA3871	TADB|AT1658 gi|56415875|ref|YP_152950.1| hypothetical protein SPA3871 [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150] [SPA3871]	2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	4017700..4018453	-/Xre-RelE	SPA3872 (118 a.a. | 4018097..4018453 | GeneID: 3176398)	SPA3871 (148 a.a. | 4017700..4018146 | GeneID: 3176661)			447	15	365	0.81655452	3681	17473.788739415624	16388674.71786469	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	16	6	8.493867427717188	7928.642220019821	19.00194055417716	17737.454630916825
ID10182	TADB|AT4805 gi|161612313|ref|NC_010102.1|:c3679851-3679630 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_04421]	222.0	AT4805	SPAB_04421	161612313.0	NC_010102.1	c	3679851.0	3679630.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	True	4805.0	SPAB_04421	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161616604	YP_001590569.1	hypothetical protein SPAB_04421	TADB|AT4805 gi|161616604|ref|YP_001590569.1| hypothetical protein SPAB_04421 [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_04421]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	3679265..3679851	-/PHD-Fic	SPAB_04420 (95 a.a. | 3679265..3679552 | GeneID: 5779579)	SPAB_04421 (73 a.a. | 3679630..3679851 | GeneID: 5779580)			222	11	221	0.99549591	1691	16162.904972188891	15159196.212979984	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	11	6	5.839533856555567	5450.941526263628	26.30420656106111	24553.79065884517
ID01452	TADB|T755 gi|29140543|ref|NC_004631.1|:3995701-3996186 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t3868]	486.0	T755	t3868	29140543.0	NC_004631.1		3995701.0	3996186.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	755.0	t3868	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29144144	NP_807486.1	acetyltransferase	TADB|T755 gi|29144144|ref|NP_807486.1| acetyltransferase [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t3868]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	3995426..3996186	-/RHH-GNAT	t3868 (161 a.a. | 3995701..3996186 | GeneID: 1071204)	t3867 (95 a.a. | 3995426..3995713 | GeneID: 1071196)			486	16	302	0.62139956	3369	14709.35156710736	13795907.787316978	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	16	4	8.493867427717188	7928.642220019821	17.47709347266911	16314.078642016091
ID10300	TADB|AT1863 gi|60115462|ref|NC_006855.1|:c13356-13138 NC_006855.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 plasmid pSCV50, complete sequence [SCV18]	219.0	AT1863	SCV18	60115462.0	NC_006855.1	c	13356.0	13138.0	NC_006855.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 plasmid pSCV50, complete sequence	True	1863.0	SCV18	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	60115480	YP_209272.1	plasmid maintenance protein CcdA (plasmid)	TADB|AT1863 gi|60115480|ref|YP_209272.1| plasmid maintenance protein CcdA (plasmid) [Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67] [SCV18]	2.0	NC_006855	Salmonella enterica subsp. enterica serovar Choleraesuis str.	12831..13356	-/RHH-MazF	SCV17 (101 a.a. | 12831..13136 | GeneID: 3283359)	SCV18 (72 a.a. | 13138..13356 | GeneID: 3283364)			219	8	218	0.99543421	1427	13826.38496515155	12967772.993999338	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	8	2	4.246933713858594	3964.321110009911	19.392391387482164	18101.922876757584
ID07408	TADB|AT5962 gi|197247352|ref|NC_011149.1|:2955771-2956052 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B3024]	282.0	AT5962	SeAg_B3024	197247352.0	NC_011149.1		2955771.0	2956052.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	False	5962.0							2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	2955771..2956576	-/RHH-GNAT	SeAg_B3025 (175 a.a. | 2956049..2956576 | GeneID: 6792579)	SeAg_B3024 (93 a.a. | 2955771..2956052 | GeneID: 6794719)			282	7	281	0.9964546	1656	12460.630288711927	11686831.037428558	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	7	5	3.71606699962627	3468.780971258672	13.177542551866203	12300.641742052028
ID01465	TADB|T1656 gi|56412276|ref|NC_006511.1|:c3625841-3625356 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA3503]	486.0	T1656	SPA3503	56412276.0	NC_006511.1	c	3625841.0	3625356.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	True	1656.0							2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	3625356..3626116	-/RHH-GNAT	SPA3503 (161 a.a. | 3625356..3625841 | GeneID: 3178105)	SPA3504 (95 a.a. | 3625829..3626116 | GeneID: 3175593)			486	12	302	0.6213988800000001	2418	10557.201569980884	9901604.342455463	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	12	7	6.370400570787891	5946.481665014866	13.107820104501831	12235.558981512071
ID07011	TADB|AT750 gi|29140543|ref|NC_004631.1|:2883562-2883852 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t2804]	291.0	AT750	t2804	29140543.0	NC_004631.1		2883562.0	2883852.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	750.0	t2804	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29143162	NP_806504.1	hypothetical protein t2804	TADB|AT750 gi|29143162|ref|NP_806504.1| hypothetical protein t2804 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t2804]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	2883562..2884376	-/RHH-GNAT	t2805 (175 a.a. | 2883849..2884376 | GeneID: 1068833)	t2804 (96 a.a. | 2883562..2883852 | GeneID: 1068831)			291	7	221	0.75945	1387	10113.75103205889	9485691.873336948	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	7	5	3.71606699962627	3468.780971258672	12.769989689437354	11920.209523225676
