reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID11099	13375|vfid|47181|vsiid|68018|ssid|putative_cytoplasmic_protein_[Salmonella_typhimurium_LT2]	738	13375	47181	68018	putative_cytoplasmic_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764731"" target=""_blank"">16764731</a>"	NP_460346.1	NP_460346|putative cytoplasmic protein|NP_460346	virulence protein	putative cytoplasmic protein [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	738	106	737	0.9986448799999998	52245	150216.33372307877	1891189.60312114	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	200	25	106.17334284646483	1342.2908878583078	143.86631822014206	1818.82234127142
ID13207	8108|vfid|47156|vsiid|67993|ssid|long_polar_fimbrial_protein_A_precursor_[Salmonella_typhimurium_LT2]	537	8108	47156	67993	long_polar_fimbrial_protein_A_precursor_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766926"" target=""_blank"">16766926</a>"	NP_462541.1	NP_462541|long polar fimbria|NP_462541	virulence protein	long polar fimbrial protein A precursor [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	537	114	536	0.99813876	37790	149324.61119673116	1879963.018575371	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	146	39	77.50654027791934	979.8723481365648	144.33247724007327	1824.7157320978856
ID11295	8128|vfid|47150|vsiid|67987|ssid|putative_regulatory_protein_[Salmonella_typhimurium_LT2]	723	8128	47150	67987	putative_regulatory_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16763930"" target=""_blank"">16763930</a>"	NP_459545.1	NP_459545|putative regulatory protein|NP_459545	virulence protein	putative regulatory protein [Salmonella typhimurium LT2]		Jan 28 2010 02:09PM	virulence factor	Yes	Yes	723	100	722	0.9986172800000002	50777	149024.44993678966	1876184.0563281127	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	202	34	107.2350762749295	1355.7137967368908	148.3196075725166	1875.122817063473
ID07307	9986|vfid|47891|vsiid|68728|ssid|RecName:_Full=Secretion_system_apparatus_protein_ssaU;_	1059	9986	47891	68728	RecName:_Full=Secretion_system_apparatus_protein_ssaU;_		Secretion_system_apparatus_protein_ssaU		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/SSAU_SALTY"" target=""_blank"">P96069</a>"	P96069	RecName: Full=Secretion system apparatus protein ssaU; |Name=ssaU; OrderedLocusNames=STM1422;	virulence protein	RecName: Full=Secretion system apparatus protein ssaU; 		Feb 4 2012 06:24AM	virulence factor	Yes	Yes	1059	106	1057	0.9981114560000002	74123	148520.29891420374	1869836.9091924687	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	282	22	149.70441341351545	1892.630151880214	141.3639409003923	1787.1861679699848
ID06100	5697|vfid|33436|vsiid|54259|ssid|RecName:_Full=Outer_membrane_protein_S1;_Flags:_Precursor;_	1185	5697	33436	54259	RecName:_Full=Outer_membrane_protein_S1;_Flags:_Precursor;_		Outer_membrane_protein_S1		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/OMS1_SALTI"" target=""_blank"">Q56110</a>"	Q56110	Name=ompS1; Synonyms=ompS; OrderedLocusNames=STY2203, t0883;|Outer membrane protein S1 precursor. |RecName: Full=Outer membrane protein S1; Flags: Precursor; 	virulence protein	RecName: Full=Outer membrane protein S1; Flags: Precursor; 		Oct 3 2010 12:58AM	virulence factor	Yes	Yes	1185	109	1182	0.9974681559999996	82710	148104.56908649814	1864602.9648644603	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	327	85	173.59341555397003	2194.645601648333	146.4923338008186	1852.021604766526
ID12131	13385|vfid|21212|vsiid|40823|ssid|transcriptional_activator_[Salmonella_typhimurium_LT2]	639	13385	21212	40823	transcriptional_activator_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764741"" target=""_blank"">16764741</a>"	NP_460356.1	NP_460356|Secretion system regulator: transcriptonal activator, homologous with degU/uvrY/bvgA|NP_460356	virulence protein	transcriptional activator [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	639	112	638	0.99843536	43605	144798.55206134092	1822980.9596486704	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	166	36	88.12387456256583	1114.1014369223954	137.90903687412492	1743.5077260131384
ID09840	21712|vfid|53617|vsiid|74484|ssid|undecaprenyl_pyrophosphate_phosphatase_[Salmonella_typhimurium_LT2]	825	21712	53617	74484	undecaprenyl_pyrophosphate_phosphatase_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_462120"" target=""_blank"">NP_462120</a>"	NP_462120.1	NP_462120|NP_462120	antibiotic resistance	undecaprenyl pyrophosphate phosphatase [Salmonella typhimurium LT2]		Feb 8 2010 04:28PM	virulence factor	Yes	Yes	825	101	824	0.9987878800000004	55850	143647.4812312445	1808489.238726048	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	220	31	116.79067713111134	1476.5199766441383	141.5644571286198	1789.721183811077
ID14237	5797|vfid|33515|vsiid|54338|ssid|RecName:_Full=Arginine_repressor;_	471	5797	33515	54338	RecName:_Full=Arginine_repressor;_		Arginine_repressor		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/ARGR_SALTY"" target=""_blank"">P0A1B3</a>"	P0A1B3	Name=argR; OrderedLocusNames=STM3360;|Arginine repressor. |RecName: Full=Arginine repressor; 	transcription factor	RecName: Full=Arginine repressor; 		Apr 30 2011 05:24PM	virulence factor	Yes	Yes	471	114	470	0.9978770200000004	31867	143565.16011483432	1807452.8345240967	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	131	43	69.54353956443448	879.2005315471916	147.65082710071013	1866.6677952169675
ID08805	8146|vfid|49008|vsiid|69845|ssid|putative_transcriptional_activator_[Salmonella_typhimurium_LT2]	897	8146	49008	69845	putative_transcriptional_activator_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766093"" target=""_blank"">16766093</a>"	NP_461708.1	NP_461708|putative transcriptional activator|NP_461708	virulence protein	putative transcriptional activator [Salmonella typhimurium LT2]		Jan 28 2010 03:02PM	virulence factor	Yes	Yes	897	100	896	0.9988853	60185	142372.00731313715	1792431.3111146362	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	227	35	120.5067441307376	1523.5001577191792	134.34419635533737	1698.439417747134
ID12032	12314|vfid|50932|vsiid|71769|ssid|RecName:_Full=Virulence_protein_yscR;_	648	12314	50932	71769	RecName:_Full=Virulence_protein_yscR;_		Virulence_protein_yscR		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/YSCR_SALTY"" target=""_blank"">P74890</a>"	P74890	RecName: Full=Virulence protein yscR; |Name=yscR; OrderedLocusNames=STM1419;	virulence protein	RecName: Full=Virulence protein yscR; 		Apr 30 2011 07:10PM	virulence factor	Yes	Yes	648	111	647	0.99845693	43173	141372.84844317142	1779852.1273473846	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	171	35	90.77820813372745	1147.658709118853	140.08982736686335	1771.078254813045
ID12631	13392|vfid|21226|vsiid|40844|ssid|translocation_machinery_component_[Salmonella_typhimurium_LT2]	591	13392	21226	40844	translocation_machinery_component_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764748"" target=""_blank"">16764748</a>"	NP_460363.1	NP_460363|Secretion system effector|NP_460363	virulence protein	translocation machinery component [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	591	104	590	0.99830803	39297	141091.4518343332	1776309.4078055173	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	153	19	81.2226072775456	1026.8525292116055	137.43249962359664	1737.483128953647
ID14761	10249|vfid|49207|vsiid|70044|ssid|RecName:_Full=Flagellar_fliJ_protein;_	444	10249	49207	70044	RecName:_Full=Flagellar_fliJ_protein;_		Flagellar_fliJ_protein		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/FLIJ_SALTY"" target=""_blank"">P0A1K1</a>"	P0A1K1	RecName: Full=Flagellar fliJ protein; |Name=fliJ; Synonyms=flaO, flaS; OrderedLocusNames=STM1973;	virulence protein	RecName: Full=Flagellar fliJ protein; 		Oct 3 2010 12:36AM	virulence factor	Yes	Yes	444	104	443	0.99774808	29384	140428.9768488464	1767968.9978525615	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	118	39	62.64227227941426	791.9516238364016	141.0861988275096	1783.674828460364
ID13995	13463|vfid|21368|vsiid|41057|ssid|putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	480	13463	21368	41057	putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767046"" target=""_blank"">16767046</a>"	NP_462661.1	NP_462661|putative inner membrane protein|NP_462661	virulence protein	putative inner membrane protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	480	102	479	0.99791715	31719	140219.0550271718	1765326.1296851686	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	130	40	69.01267285020215	872.4890771079	143.77640177125448	1817.6855773081247
ID12334	13381|vfid|21204|vsiid|40811|ssid|Tetrathionate_reductase_complex:_response_regulator_[Salmonella_typhimurium_LT2]	621	13381	21204	40811	Tetrathionate_reductase_complex:_response_regulator_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764737"" target=""_blank"">16764737</a>"	NP_460352.1	NP_460352|Tetrathionate reductase complex: response regulator|NP_460352	virulence protein	Tetrathionate reductase complex: response regulator [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	621	101	620	0.99839013	40915	139804.04646750496	1760101.265958331	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	173	38	91.8399415621921	1161.0816179974363	147.89040509209678	1869.6966473388668
ID02869	11028|vfid|49867|vsiid|70704|ssid|RecName:_Full=Cell_invasion_protein_sipB;_AltName:_Full=Effector_protein_sipB;_	1782	11028	49867	70704	RecName:_Full=Cell_invasion_protein_sipB;_AltName:_Full=Effector_protein_sipB;_		Cell_invasion_protein_sipB		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q56019"" target=""_blank"">Q56019</a>"	Q56019	RecName: Full=Cell invasion protein sipB; AltName: Full=Effector protein sipB; |Name=sipB; Synonyms=sspB; OrderedLocusNames=STM2885;	protein toxin	RecName: Full=Cell invasion protein sipB; AltName: Full=Effector protein sipB; 		Oct 4 2010 04:19AM	virulence factor	Yes	Yes	1782	105	1779	0.998316615	117196	139551.2965481028	1756919.2017452328	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	471	31	250.03822240342475	3161.095040906315	140.31325611864463	1773.902941024868
ID14273	10765|vfid|49647|vsiid|70484|ssid|RecName:_Full=Leader_peptidase_hopD;_	468	10765	49647	70484	RecName:_Full=Leader_peptidase_hopD;_		Leader_peptidase_hopD		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/O68927"" target=""_blank"">O68927</a>"	O68927	RecName: Full=Leader peptidase hopD; |Name=hopD; OrderedLocusNames=STM3442;	virulence protein	RecName: Full=Leader peptidase hopD; 		Oct 3 2010 02:49AM	virulence factor	Yes	Yes	468	109	467	0.9978635400000008	30706	139221.458421001	1752766.6144650916	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	136	31	72.1978731355961	912.7578037436492	154.26895969144465	1950.33718748643
ID10911	13422|vfid|21286|vsiid|40934|ssid|transcriptional_regulator_[Salmonella_typhimurium_LT2]	756	13422	21286	40934	transcriptional_regulator_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766172"" target=""_blank"">16766172</a>"	NP_461787.1	NP_461787|transcriptional regulator|NP_461787	virulence protein	transcriptional regulator [Salmonella typhimurium LT2]		Jan 28 2010 02:12PM	virulence factor	Yes	Yes	756	94	755	0.9986774000000002	49092	137790.00517728683	1734744.942488615	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	190	26	100.8646757041416	1275.1763434653924	133.41888320653652	1686.7411950600429
ID08862	11156|vfid|49976|vsiid|70813|ssid|SubName:_Full=Hydroxamate-dependent_iron_uptake;_	891	11156	49976	70813	SubName:_Full=Hydroxamate-dependent_iron_uptake;_			Hydroxamate-dependent_iron_uptake	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q8ZRQ0"" target=""_blank"">Q8ZRQ0</a>"	Q8ZRQ0	SubName: Full=Hydroxamate-dependent iron uptake; |Name=fhuD; OrderedLocusNames=STM0193;	virulence protein	SubName: Full=Hydroxamate-dependent iron uptake; 		Feb 4 2012 09:04AM	virulence factor	Yes	Yes	891	101	890	0.9988770900000002	57782	137607.99032633327	1732453.4167589855	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	240	46	127.40801141575784	1610.7490654299693	142.99440114002002	1807.7991755667445
ID12583	8127|vfid|10167|vsiid|12548|ssid|putative_fimbrial_protein_[Salmonella_typhimurium_LT2]	597	8127	10167	12548	putative_fimbrial_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16763932"" target=""_blank"">16763932</a>"	NP_459547.1	NP_459547|putative fimbrial protein|NP_459547	virulence protein	putative fimbrial protein [Salmonella typhimurium LT2]		Jan 28 2010 02:09PM	virulence factor	Yes	Yes	597	96	596	0.9983253099999998	38682	137487.55091225376	1730937.1118268396	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	148	42	78.56827370638399	993.2952570151476	131.60514858690786	1663.811150779142
ID15312	13396|vfid|47202|vsiid|68039|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	417	13396	47202	68039	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764752"" target=""_blank"">16764752</a>"	NP_460367.1	NP_460367|Secretion system effector|NP_460367	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	417	99	416	0.9976018	26947	137120.74172250248	1726319.0672454445	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	110	41	58.39533856555567	738.2599883220693	140.03678313082895	1770.4076458562813
ID10946	5812|vfid|33527|vsiid|54350|ssid|RecName:_Full=Secretion_system_apparatus_lipoprotein_ssaJ;_Flags:_Precursor;_	750	5812	33527	54350	RecName:_Full=Secretion_system_apparatus_lipoprotein_ssaJ;_Flags:_Precursor;_		Secretion_system_apparatus_lipoprotein_ssaJ		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/SSAJ_SALTY"" target=""_blank"">P74852</a>"	P74852	Name=ssaJ; OrderedLocusNames=STM1409;|Secretion system apparatus lipoprotein ssaJ precursor. |RecName: Full=Secretion system apparatus lipoprotein ssaJ; Flags: Precursor; 	virulence protein	RecName: Full=Secretion system apparatus lipoprotein ssaJ; Flags: Precursor; 		Apr 30 2011 04:41PM	virulence factor	Yes	Yes	750	88	749	0.9986670300000002	48414	136974.11050962255	1724473.0135013638	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	193	36	102.45727584683858	1295.310706783267	136.60970112911812	1727.080942377689
ID13366	8112|vfid|47152|vsiid|67989|ssid|long_polar_fimbrial_minor_protein_[Salmonella_typhimurium_LT2]	528	8112	47152	67989	long_polar_fimbrial_minor_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766922"" target=""_blank"">16766922</a>"	NP_462537.1	NP_462537|long polar fimbrial minor protein|NP_462537	virulence protein	long polar fimbrial minor protein [Salmonella typhimurium LT2]		Jan 28 2010 02:09PM	virulence factor	Yes	Yes	528	97	527	0.9981064599999996	34026	136743.20715013222	1721565.9925272076	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	136	50	72.1978731355961	912.7578037436492	136.73839609014414	1728.7079616356991
ID12656	13395|vfid|47201|vsiid|68038|ssid|translocation_machinery_component_[Salmonella_typhimurium_LT2]	588	13395	47201	68038	translocation_machinery_component_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764751"" target=""_blank"">16764751</a>"	NP_460366.1	NP_460366|Secretion system effector|NP_460366	virulence protein	translocation machinery component [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	588	95	587	0.9982989800000004	37840	136553.42203901947	1719176.6409828854	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	153	34	81.2226072775456	1026.8525292116055	138.133685846166	1746.3478387952473
ID10584	13398|vfid|47204|vsiid|68041|ssid|secreted_effector_protein_[Salmonella_typhimurium_LT2]	783	13398	47204	68041	secreted_effector_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764754"" target=""_blank"">16764754</a>"	NP_460369.1	NP_460369|Secretion system effector|NP_460369	virulence protein	secreted effector protein [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	783	93	782	0.9987229600000002	50175	135973.5403714702	1711876.062187431	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	207	30	109.88940984609113	1389.2710689333485	140.34407387751102	1774.292552916154
ID10926	13379|vfid|21200|vsiid|40805|ssid|tetrathionate_reductase_complex_subunit_B_[Salmonella_typhimurium_LT2]	753	13379	21200	40805	tetrathionate_reductase_complex_subunit_B_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764735"" target=""_blank"">16764735</a>"	NP_460350.1	NP_460350|Tetrathionate reductase complex, subunit B|NP_460350	virulence protein	tetrathionate reductase complex subunit B [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	753	99	752	0.9986722699999998	47826	134771.44031041546	1696741.8948100733	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	201	46	106.70420956069718	1349.0023422975994	141.7054575839272	1791.503774631606
ID08661	11476|vfid|50254|vsiid|71091|ssid|RecName:_Full=Surface_presentation_of_antigens_protein_SpaO;_	912	11476	50254	71091	RecName:_Full=Surface_presentation_of_antigens_protein_SpaO;_		Surface_presentation_of_antigens_protein_SpaO		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/SPAO_SALDU"" target=""_blank"">P0A1K7</a>"	P0A1K7	RecName: Full=Surface presentation of antigens protein spaO; |Name=spaO;|RecName: Full=Surface presentation of antigens protein SpaO; 	virulence protein	RecName: Full=Surface presentation of antigens protein SpaO; 		Apr 30 2011 02:55PM	virulence factor	Yes	Yes	912	102	911	0.99890351	57924	134769.77178536358	1696720.8884577516	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	236	27	125.28454455882851	1583.9032476728032	137.3734041215225	1736.7360171850912
ID14333	13459|vfid|47265|vsiid|68102|ssid|putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	465	13459	47265	68102	putative_inner_membrane_protein_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16767042"" target=""_blank"">16767042</a>"	NP_462657.1	NP_462657|putative inner membrane protein|NP_462657	virulence protein	putative inner membrane protein [Salmonella typhimurium LT2]		Jan 28 2010 02:13PM	virulence factor	Yes	Yes	465	97	463	0.99569918	29162	133073.97789101303	1675371.2275883532	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	120	29	63.70400570787891	805.3745327149846	136.997861737374	1731.9882423978163
ID15707	13433|vfid|21308|vsiid|40967|ssid|secretion_chaparone_[Salmonella_typhimurium_LT2]	393	13433	21308	40967	secretion_chaparone_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16766185"" target=""_blank"">16766185</a>"	NP_461800.1	NP_461800|chaparone, related to virulence|NP_461800	virulence protein	secretion chaparone [Salmonella typhimurium LT2]		Jan 28 2010 02:12PM	virulence factor	Yes	Yes	393	94	392	0.99745523	24516	132368.86613036928	1666494.0302975038	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	96	35	50.963204566303126	644.2996261719877	129.67736530865938	1639.439252346025
ID11300	12007|vfid|50677|vsiid|71514|ssid|RecName:_Full=Guanine_nucleotide_exchange_factor_sopE;_AltName:_Full=Effector_protein_sopE;_AltName:_Full=Toxin_sopE;_	723	12007	50677	71514	RecName:_Full=Guanine_nucleotide_exchange_factor_sopE;_AltName:_Full=Effector_protein_sopE;_AltName:_Full=Toxin_sopE;_		Guanine_nucleotide_exchange_factor_sopE		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/O06949"" target=""_blank"">O06949</a>"	O06949	RecName: Full=Guanine nucleotide exchange factor sopE; AltName: Full=Effector protein sopE; AltName: Full=Toxin sopE; |Name=sopE;	protein toxin	RecName: Full=Guanine nucleotide exchange factor sopE; AltName: Full=Effector protein sopE; AltName: Full=Toxin sopE; 		Oct 2 2010 10:45PM	virulence factor	Yes	Yes	723	102	722	0.99861713	44616	130942.64841128478	1648538.2723897644	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	176	1	93.43254170488908	1181.2159813153107	129.22896501367782	1633.7703752632235
