reference_id	former_id	id_bp	VFID	gene_host	gene_name	gene_description	gene_symbol	gene_accession_id	vfdb_number	protein_host	protein_name	protein_description	protein_symbol	protein_accession_id	protein_header	VF_Name	VF_FullName	Bacteria	VFCID	VFcategory	Characteristics	Structure	Function	Mechanism	Reference	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID24250	VFG020825(gb|WP_000011203) (ssaK) type III secretion system stator SsaK [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853]	675	VFG045316	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system stator SsaK	ssaK	gb|WP_000011203	45316.0	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	LPS (VF0171) - Immune modulation (VFC0258)	class I SAM-dependent methyltransferase	LPG_RS03810	gb|WP_010946506	VFG045316(gb|WP_010946506) (LPG_RS03810) class I SAM-dependent methyltransferase [LPS (VF0171) - Immune modulation (VFC0258)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]											675	31	544	0.8059263	8071	25371.863187488547	515725.148936883	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	33	6	17.5186015696667	356.7297609910601	25.95348380691363	528.4885348015706
ID04860	VFG000514(gb|NP_460379) (ssaV) type III secretion system major export apparatus protein ssaV [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	2046	VFG008395	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system major export apparatus protein ssaV	ssaV	gb|NP_460379	8395.0	Mycobacterium canettii CIPT 140070008	Protein kinase G (VF0805) - Immune modulation (VFC0258)	serine/threonine protein kinase PknG	pknG	gb|WP_014000216	VFG008395(gb|WP_014000216) (pknG) serine/threonine protein kinase PknG [Protein kinase G (VF0805) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140070008]											2046	25	1508	0.7370479600000001	24386	25290.867511660905	514078.77765264665	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	93	2	49.37060442360615	1005.3293264293512	24.130305192378376	491.3633071502206
ID16144	VFG001443(gb|AAF37887) (ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	1041	VFG030214	Escherichia coli O18:K1:H7 str. RS218	OmpA (VF0236) - Invasion (VFC0083)	outer membrane protein A	ompA	gb|AAF37887	30214.0	Mycobacterium canettii CIPT 140070008	MymA operon (VF0840) - Immune modulation (VFC0258)	/FAD-dependent oxidoreductase	P	gb|WP_015303735	VFG030214(gb|WP_015303735) (mymA) NAD(P)/FAD-dependent oxidoreductase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140070008]											1041	27	1012	0.972142375	12307	25085.932970211725	509913.1436142561	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	52	21	27.60506914008086	562.1196233798523	26.51783779066365	539.9804259172453
ID15308	VFG021346(gb|WP_000914254) (lpfD) long polar fimbrial protein LpfD [Lpf (VF0105) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	1080	VFG027846	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Lpf (VF0105) - Adherence (VFC0001)	long polar fimbrial protein LpfD	lpfD	gb|WP_000914254	27846.0	Mycobacterium abscessus subsp. bolletii 50594	Mce5 (VF0828) - Others (VFC0346)	MCE family protein	mce5D	gb|WP_005063502	VFG027846(gb|WP_005063502) (mce5D) MCE family protein [Mce5 (VF0828) - Others (VFC0346)] [Mycobacterium abscessus subsp. bolletii 50594]											1080	29	1004	0.9296298	12758	25066.14968296826	509511.015529113	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	49	3	26.012468997383888	529.6896451079377	24.08561944202212	490.4533750999424
ID24959	VFG000492(gb|NP_460356) (ssrB) DNA-binding response regulator [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	639	VFG046639	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	DNA-binding response regulator	ssrB	gb|NP_460356	46639.0	Francisella philomiragia subsp. philomiragia ATCC 25017	Capsule (VF0543) - Immune modulation (VFC0258)	UDP-glucose 4-epimerase GalE	galE	gb|WP_004287497	VFG046639(gb|WP_004287497) (galE) UDP-glucose 4-epimerase GalE [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella philomiragia subsp. philomiragia ATCC 25017]											639	28	574	0.8982783900000002	7523	24981.52751192449	507790.92972215393	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	29	5	15.395134712737404	313.4897899618407	24.09254258644351	490.5943504880137
ID31246	VFG000497(gb|NP_460361) (ssaE) chaperone for sseB [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	243	VFG000497	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	chaperone for sseB	ssaE	gb|NP_460361	497.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	chaperone for sseB	ssaE	gb|NP_460361	VFG000497(gb|NP_460361) (ssaE) chaperone for sseB [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	Adr2	Adhesion of Rickettsiae protein 2	Rickettsia typhi	VFC0258	Immune modulation	In all Rickettsia genomes, two Adr paralogs are encoded adjacent to one another and share ~45% aa identity		Cell surface protein involved in bacterial adherence to host cells		Abstract(s) in PubMed	243	14	242	0.99588551	2834	24746.9886264068	503023.5383496216	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	14	11	7.43213399925254	151.33989860226794	30.584913577170944	622.7979366348475
ID18816	VFG020678(gb|WP_023785403) (avrA) type III secretion system effector AvrA, acetyltransferease [TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Agona str. SL483]	909	VFG037238	Salmonella enterica subsp. enterica serovar Agona str. SL483	TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)	type III secretion system effector AvrA, acetyltransferease	avrA	gb|WP_023785403	37238.0	Acinetobacter baumannii D1279779	Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)	phosphopantetheinyl transferase component of acinetobactin biosynthesis protein BasI	basI	gb|WP_001093106	VFG037238(gb|WP_001093106) (basI) phosphopantetheinyl transferase component of acinetobactin biosynthesis protein BasI [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii D1279779]											909	37	544	0.5984601600000001	10572	24678.68744270793	501635.2036469091	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	43	9	22.827268711989944	464.8296885641087	25.112506833872324	511.3637937998995
ID12791	VFG000496(gb|NP_460360) (ssaD) type III secretion system outer MS ring protein SsaD [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1212	VFG021686	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system outer MS ring protein SsaD	ssaD	gb|NP_460360	21686.0	Salmonella enterica subsp. enterica serovar Agona str. SL483	Stj (VF0962) - Adherence (VFC0001)	DUF1120 domain-containing protein	SEAG_RS23320	gb|WP_000722272	VFG021686(gb|WP_000722272) (SEAG_RS23320) DUF1120 domain-containing protein [Stj (VF0962) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Agona str. SL483]											1212	32	954	0.7871286699999999	13966	24451.08887804051	497008.8857926172	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	54	5	28.66680256854551	583.7396088944621	23.652477366786723	481.6333406719984
ID02794	VFG004322(gb|NP_459201) (stfC) outer membrane usher protein [Stf (VF0958) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	2658	VFG005156	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Stf (VF0958) - Adherence (VFC0001)	outer membrane usher protein	stfC	gb|NP_459201	5156.0	Streptococcus pyogenes MGAS10270	M-like proteins (VF1038) - Immune modulation (VFC0258)	M-related protein Mrp	mrp	gb|WP_020905536	VFG005156(gb|WP_020905536) (mrp) M-related protein Mrp [M-like proteins (VF1038) - Immune modulation (VFC0258)] [Streptococcus pyogenes MGAS10270]											2658	59	1459	0.548908721	30552	24390.09293695565	495769.0422475028	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	120	0	63.70400570787891	1297.1991308765823	23.96689454773473	488.0357903975103
ID03682	VFG021031(gb|WP_001115841) (sspH2) type III secretion system effector SspH2, E3 ubiquitin ligase [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Newport str. SL254]	2367	VFG006580	Salmonella enterica subsp. enterica serovar Newport str. SL254	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector SspH2, E3 ubiquitin ligase	sspH2	gb|WP_001115841	6580.0	Helicobacter hepaticus ATCC 51449	Flagella (VF0051) - Motility (VFC0204)	flagellar biosynthesis protein	flhA	gb|WP_011115309	VFG006580(gb|WP_011115309) (flhA) flagellar biosynthesis protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter hepaticus ATCC 51449]											2367	28	1974	0.8339672400000001	27124	24315.5593359448	494254.0233386401	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	111	3	58.92620527978799	1199.909196060839	24.894890274519643	506.93248671771806
ID21451	VFG000521(gb|NP_460386) (ssaT) type III secretion system minor export apparatus protein SsaT [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	780	VFG041346	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system minor export apparatus protein SsaT	ssaT	gb|NP_460386	41346.0	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)	Dot/Icm type IV secretion system effector	lpg2744	gb|WP_010948442	VFG041346(gb|WP_010948442) (lpg2744) Dot/Icm type IV secretion system effector  [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]											780	29	523	0.6705128300000001	8914	24249.724751477945	492915.8263513526	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	33	5	17.5186015696667	356.7297609910601	22.459745602136795	457.345847424436
ID23632	VFG018347(gb|WP_001082123) (lpfB) long polar fimbrial chaperone protein LpfB [Lpf (VF0105) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	699	VFG043802	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	Lpf (VF0105) - Adherence (VFC0001)	long polar fimbrial chaperone protein LpfB	lpfB	gb|WP_001082123	43802.0	Bacteroides fragilis str. GAI20269	BFT (B. fragilis toxin), subtype 1 (VF1310) - Exotoxin (VFC0235)	metalloprotease	bft-1	gb|BAA77276	VFG043802(gb|BAA77276) (bft-1) metalloprotease [BFT (B. fragilis toxin), subtype 1 (VF1310) - Exotoxin (VFC0235)] [Bacteroides fragilis str. GAI20269]											699	22	687	0.98283148	7966	24181.983067707093	491538.8644115143	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	33	10	17.5186015696667	356.7297609910601	25.06237706676209	510.3430057096712
ID27105	VFG018346(gb|WP_012219341) (lpfA) long polar fimbria protein LpfA [Lpf (VF0105) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	525	VFG018346	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	Lpf (VF0105) - Adherence (VFC0001)	long polar fimbria protein LpfA	lpfA	gb|WP_012219341	18346.0	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	Lpf (VF0105) - Adherence (VFC0001)	long polar fimbria protein LpfA	lpfA	gb|WP_012219341	VFG018346(gb|WP_012219341) (lpfA) long polar fimbria protein LpfA [Lpf (VF0105) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]											525	21	517	0.98476215	5973	24141.37475210758	490713.4331274231	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	22	6	11.679067713111134	237.8198406607068	22.245843263068828	452.99017268706046
ID15842	VFG018417(gb|WP_001667622) (pipB2) type III secretion system effector PipB3 [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	1053	VFG029612	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector PipB3	pipB2	gb|WP_001667622	29612.0	Mycobacterium intracellulare MOTT-02	GPL locus (VF0841) - Immune modulation (VFC0258)	acyltransferase	atf	gb|WP_008257918	VFG029612(gb|WP_008257918) (atf) acyltransferase [GPL locus (VF0841) - Immune modulation (VFC0258)] [Mycobacterium intracellulare MOTT-02]											1053	29	997	0.94681866	11955	24090.73196585636	489684.0346047765	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	45	7	23.8890021404546	486.4496740787184	22.68661171933009	461.96550244892535
ID03375	VFG021409 (sefC) SEF14/SEF18 fimbria usher protein SefC [Sef (VF0952) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	2445	VFG006133	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Sef (VF0952) - Adherence (VFC0001)	SEF14/SEF18 fimbria usher protein SefC	sefC		6133.0	Neisseria meningitidis Z2491	Type IV pili (VF0075) - Adherence (VFC0001)	Type IV pilus major pilin subunit PilE	pilE	gb|WP_010981065	VFG006133(gb|WP_010981065) (pilE) Type IV pilus major pilin subunit PilE [Type IV pili (VF0075) - Adherence (VFC0001)] [Neisseria meningitidis Z2491]											2445	42	2004	0.8196315259999999	27626	23975.51421227871	487342.0428998352	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	103	1	54.6792715659294	1113.4292540023998	22.363710251913865	455.3902879355418
ID17856	VFG021019(gb|WP_001145567) (sopD2) SPI-2 type III secretion system effector SopD2 [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	960	VFG035201	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	SPI-2 type III secretion system effector SopD2	sopD2	gb|WP_001145567	35201.0	Escherichia coli 55989	SCI-I T6SS (VF1120) - Effector delivery system (VFC0086)	hypothetical protein	EC55989_RS17130	gb|WP_000148361	VFG035201(gb|WP_000148361) (EC55989_RS17130) hypothetical protein [SCI-I T6SS (VF1120) - Effector delivery system (VFC0086)] [Escherichia coli 55989]											960	31	720	0.7499998999999999	10692	23632.87203806112	480377.273106438	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	41	1	21.765535283525296	443.20970304949896	22.67243258700552	461.6767740098948
ID28151	VFG021544(gb|WP_000832395) (steE) fimbrial protein [Ste (VF0957) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Heidelberg str. SL476]	471	VFG021544	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	Ste (VF0957) - Adherence (VFC0001)	fimbrial protein	steE	gb|WP_000832395	21544.0	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	Ste (VF0957) - Adherence (VFC0001)	fimbrial protein	steE	gb|WP_000832395	VFG021544(gb|WP_000832395) (steE) fimbrial protein [Ste (VF0957) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Heidelberg str. SL476]											471	23	331	0.70276	5245	23629.43687207161	480307.4476671918	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	24	10	12.740801141575782	259.43982617531645	27.050533209290407	550.8276564231772
ID18006	VFG020660(gb|WP_001145540) (sopD) type III secretion system effector SopD [TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Heidelberg str. SL476]	954	VFG035582	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)	type III secretion system effector SopD	sopD	gb|WP_001145540	35582.0	Escherichia coli O83:H1 str. LF82	ACE T6SS (VF1122) - Effector delivery system (VFC0086)	type VI secretion system ATPase TssH	aec27/clpV	gb|WP_000614307	VFG035582(gb|WP_000614307) (aec27/clpV) type VI secretion system ATPase TssH [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli O83:H1 str. LF82]											954	38	504	0.5283020399999999	10577	23525.71958076666	478199.2219089845	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	41	3	21.765535283525296	443.20970304949896	22.81502650264705	464.5804015193909
ID04231	VFG021113(gb|WP_000252216) (sinH) intimin-like protein [SinH (VF0400) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853]	2193	VFG007328	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	SinH (VF0400) - Adherence (VFC0001)	intimin-like protein	sinH	gb|WP_000252216	7328.0	Vibrio cholerae O1 biovar El Tor str. N16961	Flagella (VF0519) - Motility (VFC0204)	flagellar basal-body rod protein FlgG	flgG	gb|WP_001182097	VFG007328(gb|WP_001182097) (flgG) flagellar basal-body rod protein FlgG [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]											2193	26	1805	0.8230732100000001	24274	23487.213866460952	477416.529479245	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	94	8	49.90147113783848	1016.1393191866562	22.75488879974395	463.3558227025336
ID08624	VFG020704(gb|WP_000261279) (ssaC) type III secretion system secretin SsaC [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853]	1494	VFG014476	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system secretin SsaC	ssaC	gb|WP_000261279	14476.0	Pseudomonas syringae pv. tomato str. DC3000	Flagella (VF0273) - Motility (VFC0204)	flagellar hook-length control protein FliK	fliK	gb|WP_011103786	VFG014476(gb|WP_011103786) (fliK) flagellar hook-length control protein FliK [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]											1494	27	1400	0.9370822300000002	16497	23430.586694666083	476265.4884070157	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	63	4	33.444602996636426	681.0295437102058	22.385945780881144	455.8430680791203
ID22992	VFG021196(gb|WP_001258111) (fimY) fimbria biosynthesis regulator FimY [Type 1 fimbriae (VF0102) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	723	VFG043035	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Type 1 fimbriae (VF0102) - Adherence (VFC0001)	fimbria biosynthesis regulator FimY	fimY	gb|WP_001258111	43035.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar biosynthesis protein FlhB	flhB	gb|NP_460871	VFG043035(gb|NP_460871) (flhB) flagellar biosynthesis protein FlhB [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]											723	29	619	0.85615506	7955	23346.977947636955	474566.0021219372	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	31	8	16.45686814120205	335.1097754764504	22.761919974000072	463.4989978927392
ID07373	VFG018505(gb|WP_000922302) (sptP) type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein [TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	1632	VFG012977	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)	type III secretion system effector SptP, tyrosine phosphatase and GTPase-activating protein	sptP	gb|WP_000922302	12977.0	Shigella boydii Sb227	Enterobactin synthesis and transport (VF0984) - Nutritional/Metabolic factor (VFC0272)	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	entA	gb|WP_000347664	VFG012977(gb|WP_000347664) (entA) 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA [Enterobactin synthesis and transport (VF0984) - Nutritional/Metabolic factor (VFC0272)] [Shigella boydii Sb227]											1632	35	912	0.5588234600000002	17865	23227.991184170784	472147.3990474744	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	65	7	34.506336425101075	702.6495292248154	21.14358849577272	430.54505467206826
ID25812	VFG020739(gb|WP_000094422) (sseB) type III secretion system effector SseB [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Newport str. SL254]	591	VFG048547	Salmonella enterica subsp. enterica serovar Newport str. SL254	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system effector SseB	sseB	gb|WP_000094422	48547.0	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)	salmochelin receptor IroN	iroN	gb|WP_004213617	VFG048547(gb|WP_004213617) (iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]											591	24	543	0.91878132	6419	23046.69642274436	468462.2826984225	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	26	0	13.80253457004043	281.05981168992616	23.35454241969616	475.56651724183786
ID28620	VFG020529(gb|WP_012664673) (invI) type III secretion system stalk protein InvI [TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594]	444	VFG020529	Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594	TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)	type III secretion system stalk protein InvI	invI	gb|WP_012664673	20529.0	Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594	TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)	type III secretion system stalk protein InvI	invI	gb|WP_012664673	VFG020529(gb|WP_012664673) (invI) type III secretion system stalk protein InvI [TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594]											444	19	328	0.73873823	4789	22887.094001127323	465218.0990903492	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	19	8	10.08646757041416	205.3898623887922	22.7172693027346	462.5897801549374
ID25814	VFG020737(gb|WP_000094424) (sseB) type III secretion system effector SseB [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	591	VFG048549	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system effector SseB	sseB	gb|WP_000094424	48549.0	Klebsiella pneumoniae subsp. pneumoniae 1084	Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)	glucosyltransferase IroB	iroB	gb|WP_004890934	VFG048549(gb|WP_004890934) (iroB) glucosyltransferase IroB [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae 1084]											591	24	426	0.72081187	6374	22885.12899183245	465178.1570213032	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	25	5	13.271667855808106	270.24981893262134	22.456290788169387	457.275497347921
ID03738	VFG020641 (sopA) type III secretion system effector SopA, E3 ubiquitin ligase [TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	2340	VFG006643	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	TTSS-1 secreted effectors (VF0949) - Effector delivery system (VFC0086)	type III secretion system effector SopA, E3 ubiquitin ligase	sopA		6643.0	Helicobacter pylori HPAG1	Flagella (VF0051) - Motility (VFC0204)	flagellar hook protein	flgE_1	gb|WP_000946397	VFG006643(gb|WP_000946397) (flgE_1) flagellar hook protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori HPAG1]											2340	46	1911	0.8166671610000003	25223	22872.291055512986	464917.20469898166	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	102	12	54.14840485169707	1102.619261245095	23.14034395371669	471.20481249790384
ID21051	VFG020488(gb|WP_000964940) (spaR) type III secretion system minor export apparatus protein SpaR [TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	792	VFG040926	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	TTSS (SPI-1 encode) (VF0116) - Effector delivery system (VFC0086)	type III secretion system minor export apparatus protein SpaR	spaR	gb|WP_000964940	40926.0	Burkholderia pseudomallei K96243	Gsp (VF0705) - Effector delivery system (VFC0086)	prepilin-type N-terminal cleavage/methylation domain-containing protein	BPS_RS00070	gb|WP_004524539	VFG040926(gb|WP_004524539) (BPS_RS00070) prepilin-type N-terminal cleavage/methylation domain-containing protein [Gsp (VF0705) - Effector delivery system (VFC0086)] [Burkholderia pseudomallei K96243]											792	29	773	0.9760104300000002	8514	22810.628454245296	463663.8101812982	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	33	8	17.5186015696667	356.7297609910601	22.119446426346844	450.4163648877022
